Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Days to Deliver,Delivery Company,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales per Unit,Profit per Unit,Delivery Efficiency,Year,Month,Profit Margin,Adj Close
Costco,1197831,3/3/2022,South,Texas,Dallas,Diet Coke,33,USPS,0.4,6750,2700,945,0.35,0.4,0.14,81.81818182,2022,3,35,58.35246658
Costco,1197831,3/3/2022,South,Texas,Dallas,Sprite,24,USPS,0.3,5000,1500,525,0.35,0.3,0.105,62.5,2022,3,35,58.35246658
Costco,1197831,3/3/2022,South,Texas,Dallas,Fanta,30,DHL,0.35,4000,1400,630,0.45,0.35,0.1575,46.66666667,2022,3,45,58.35246658
Costco,1197831,3/3/2022,South,Texas,Dallas,Powerade,42,UPS,0.4,3000,1200,360,0.3,0.4,0.12,28.57142857,2022,3,30,58.35246658
Costco,1197831,3/3/2022,South,Texas,Dallas,Dasani Water,22,UPS,0.35,4500,1575,788,0.5,0.35,0.175111111,71.59090909,2022,3,50.03174603,58.35246658
Costco,1197831,3/3/2022,South,Alabama,Birmingham,Coca-Cola,19,USPS,0.3,6250,1875,844,0.45,0.3,0.13504,98.68421053,2022,3,45.01333333,58.35246658
Costco,1197831,3/3/2022,South,Alabama,Birmingham,Diet Coke,51,USPS,0.4,6250,2500,1125,0.45,0.4,0.18,49.01960784,2022,3,45,58.35246658
Costco,1197831,3/3/2022,South,Alabama,Birmingham,Sprite,32,DHL,0.3,4500,1350,608,0.45,0.3,0.135111111,42.1875,2022,3,45.03703704,58.35246658
Costco,1197831,3/3/2022,South,Alabama,Birmingham,Fanta,47,DHL,0.35,3500,1225,674,0.55,0.35,0.192571429,26.06382979,2022,3,55.02040816,58.35246658
Costco,1197831,3/3/2022,South,Alabama,Birmingham,Powerade,45,DHL,0.4,2500,1000,400,0.4,0.4,0.16,22.22222222,2022,3,40,58.35246658
Costco,1197831,3/3/2022,South,Alabama,Birmingham,Dasani Water,25,FedEx,0.35,4000,1400,840,0.6,0.35,0.21,56,2022,3,60,58.35246658
Costco,1197831,3/5/2022,South,Tennessee,Knoxville,Coca-Cola,43,DHL,0.3,6500,1950,780,0.4,0.3,0.12,45.34883721,2022,3,40,57.73713466
Costco,1197831,3/5/2022,South,Tennessee,Knoxville,Diet Coke,46,DHL,0.4,6500,2600,1040,0.4,0.4,0.16,56.52173913,2022,3,40,57.92511695
Costco,1197831,3/5/2022,South,Tennessee,Knoxville,Sprite,31,DHL,0.3,4750,1425,570,0.4,0.3,0.12,45.96774194,2022,3,40,58.11309923
Costco,1197831,3/5/2022,South,Tennessee,Knoxville,Fanta,26,USPS,0.35,3750,1313,656,0.5,0.350133333,0.174933333,50.5,2022,3,49.96191927,58.30108152
Costco,1197831,3/5/2022,South,Tennessee,Knoxville,Powerade,53,FedEx,0.4,2750,1100,385,0.35,0.4,0.14,20.75471698,2022,3,35,58.48906381
Costco,1197831,3/5/2022,South,Tennessee,Knoxville,Dasani Water,27,FedEx,0.35,4250,1488,818,0.55,0.350117647,0.192470588,55.11111111,2022,3,54.97311828,58.67704609
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Coca-Cola,48,UPS,0.3,6250,1875,656,0.35,0.3,0.10496,39.0625,2022,3,34.98666667,57.207301
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Diet Coke,16,UPS,0.4,6250,2500,875,0.35,0.4,0.14,156.25,2022,3,35,57.47260829
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Sprite,29,DHL,0.3,4500,1350,473,0.35,0.3,0.105111111,46.55172414,2022,3,35.03703704,57.73791558
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Fanta,31,USPS,0.35,3500,1225,551,0.45,0.35,0.157428571,39.51612903,2022,3,44.97959184,58.00322287
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Powerade,45,USPS,0.4,2500,1000,300,0.3,0.4,0.12,22.22222222,2022,3,30,58.26853016
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Dasani Water,45,UPS,0.35,4000,1400,700,0.5,0.35,0.175,31.11111111,2022,3,50,58.53383745
Costco,1197831,3/12/2022,South,Oklahoma,Oklahoma City,Coca-Cola,31,FedEx,0.2,5450,1090,382,0.35,0.2,0.070091743,35.16129032,2022,3,35.04587156,57.28700692
Costco,1197831,3/12/2022,South,Oklahoma,Oklahoma City,Diet Coke,28,USPS,0.2,2250,450,158,0.35,0.2,0.070222222,16.07142857,2022,3,35.11111111,57.89356341
Costco,1197831,3/12/2022,South,Oklahoma,Oklahoma City,Sprite,56,FedEx,0.1,2500,250,88,0.35,0.1,0.0352,4.464285714,2022,3,35.2,58.50011989
Costco,1197831,3/12/2022,South,Oklahoma,Oklahoma City,Fanta,17,DHL,0.2,1000,200,70,0.35,0.2,0.07,11.76470588,2022,3,35,59.10667637
Costco,1197831,3/12/2022,South,Oklahoma,Oklahoma City,Powerade,34,FedEx,0.35,1500,525,184,0.35,0.35,0.122666667,15.44117647,2022,3,35.04761905,59.71323286
Costco,1197831,3/12/2022,South,Oklahoma,Oklahoma City,Dasani Water,45,UPS,0.25,2500,625,219,0.35,0.25,0.0876,13.88888889,2022,3,35.04,60.31978934
Costco,1197831,3/19/2022,South,Mississippi,Jackson,Coca-Cola,47,USPS,0.2,6450,1290,516,0.4,0.2,0.08,27.44680851,2022,3,40,61.5358694
Costco,1197831,3/19/2022,South,Mississippi,Jackson,Diet Coke,43,UPS,0.2,3250,650,228,0.35,0.2,0.070153846,15.11627907,2022,3,35.07692308,61.62723461
Costco,1197831,3/19/2022,South,Mississippi,Jackson,Sprite,16,DHL,0.1,3500,350,140,0.4,0.1,0.04,21.875,2022,3,40,61.71859982
Costco,1197831,3/19/2022,South,Mississippi,Jackson,Fanta,22,UPS,0.2,2000,400,160,0.4,0.2,0.08,18.18181818,2022,3,40,61.80996503
Costco,1197831,3/19/2022,South,Mississippi,Jackson,Powerade,51,USPS,0.35,2500,875,306,0.35,0.35,0.1224,17.15686275,2022,3,34.97142857,61.90133025
Costco,1197831,3/19/2022,South,Mississippi,Jackson,Dasani Water,48,USPS,0.25,3500,875,350,0.4,0.25,0.1,18.22916667,2022,3,40,61.99269546
Costco,1197831,3/19/2022,South,Arkansas,Little Rock,Coca-Cola,59,UPS,0.2,5700,1140,456,0.4,0.2,0.08,19.3220339,2022,3,40,61.56320271
Costco,1197831,3/19/2022,South,Arkansas,Little Rock,Diet Coke,16,UPS,0.2,2500,500,175,0.35,0.2,0.07,31.25,2022,3,35,61.65001237
Costco,1197831,3/19/2022,South,Arkansas,Little Rock,Sprite,55,DHL,0.1,2750,275,110,0.4,0.1,0.04,5,2022,3,40,61.73682203
Costco,1197831,3/19/2022,South,Arkansas,Little Rock,Fanta,45,UPS,0.2,1250,250,100,0.4,0.2,0.08,5.555555556,2022,3,40,61.82363169
Costco,1197831,3/19/2022,South,Arkansas,Little Rock,Powerade,51,DHL,0.35,1750,613,214,0.35,0.350285714,0.122285714,12.01960784,2022,3,34.91027732,61.91044135
Costco,1197831,3/19/2022,South,Arkansas,Little Rock,Dasani Water,54,UPS,0.25,2750,688,275,0.4,0.250181818,0.1,12.74074074,2022,3,39.97093023,61.99725101
Costco,1197831,4/2/2022,South,Texas,Houston,Coca-Cola,58,FedEx,0.3,9000,2700,945,0.35,0.3,0.105,46.55172414,2022,4,35,58.54670606
Costco,1197831,4/2/2022,South,Texas,Houston,Diet Coke,27,FedEx,0.4,9000,3600,1260,0.35,0.4,0.14,133.3333333,2022,4,35,58.74094554
Costco,1197831,4/2/2022,South,Texas,Houston,Sprite,21,DHL,0.35,7250,2538,888,0.35,0.350068966,0.122482759,120.8571429,2022,4,34.98817967,58.93518502
Costco,1197831,4/2/2022,South,Texas,Houston,Fanta,51,FedEx,0.4,6250,2500,1125,0.45,0.4,0.18,49.01960784,2022,4,45,59.1294245
Costco,1197831,4/2/2022,South,Texas,Houston,Powerade,23,UPS,0.45,5250,2363,709,0.3,0.450095238,0.135047619,102.7391304,2022,4,30.00423191,59.32366398
Costco,1197831,4/2/2022,South,Texas,Houston,Dasani Water,35,USPS,0.4,8000,3200,1600,0.5,0.4,0.2,91.42857143,2022,4,50,59.51790346
Costco,1197831,4/2/2022,South,Texas,Dallas,Coca-Cola,59,UPS,0.2,7000,1400,490,0.35,0.2,0.07,23.72881356,2022,4,35,58.54670606
Costco,1197831,4/2/2022,South,Texas,Dallas,Diet Coke,47,UPS,0.3,7000,2100,735,0.35,0.3,0.105,44.68085106,2022,4,35,58.74094554
Costco,1197831,4/2/2022,South,Texas,Dallas,Sprite,60,DHL,0.25,5250,1313,459,0.35,0.250095238,0.087428571,21.88333333,2022,4,34.9581112,58.93518502
Costco,1197831,4/2/2022,South,Texas,Dallas,Fanta,24,UPS,0.3,4250,1275,574,0.45,0.3,0.135058824,53.125,2022,4,45.01960784,59.1294245
Costco,1197831,4/2/2022,South,Texas,Dallas,Powerade,30,FedEx,0.35,3250,1138,341,0.3,0.350153846,0.104923077,37.93333333,2022,4,29.96485062,59.32366398
Costco,1197831,4/2/2022,South,Texas,Dallas,Dasani Water,47,FedEx,0.3,6000,1800,900,0.5,0.3,0.15,38.29787234,2022,4,50,59.51790346
Costco,1197831,4/2/2022,South,Alabama,Birmingham,Coca-Cola,55,FedEx,0.2,6500,1300,585,0.45,0.2,0.09,23.63636364,2022,4,45,58.54670606
Costco,1197831,4/2/2022,South,Alabama,Birmingham,Diet Coke,39,UPS,0.2,6500,1300,585,0.45,0.2,0.09,33.33333333,2022,4,45,58.74094554
Costco,1197831,4/2/2022,South,Alabama,Birmingham,Sprite,36,DHL,0.15,4750,713,321,0.45,0.150105263,0.067578947,19.80555556,2022,4,45.02103787,58.93518502
Costco,1197831,4/2/2022,South,Alabama,Birmingham,Fanta,41,FedEx,0.2,3750,750,413,0.55,0.2,0.110133333,18.29268293,2022,4,55.06666667,59.1294245
Costco,1197831,4/2/2022,South,Alabama,Birmingham,Powerade,54,USPS,0.25,2750,688,275,0.4,0.250181818,0.1,12.74074074,2022,4,39.97093023,59.32366398
Costco,1197831,4/2/2022,South,Alabama,Birmingham,Dasani Water,46,USPS,0.2,5500,1100,660,0.6,0.2,0.12,23.91304348,2022,4,60,59.51790346
Costco,1197831,4/4/2022,South,Tennessee,Knoxville,Coca-Cola,58,UPS,0.2,6750,1350,540,0.4,0.2,0.08,23.27586207,2022,4,40,58.86502838
Costco,1197831,4/4/2022,South,Tennessee,Knoxville,Diet Coke,45,UPS,0.25,6750,1688,675,0.4,0.250074074,0.1,37.51111111,2022,4,39.98815166,58.86502838
Costco,1197831,4/4/2022,South,Tennessee,Knoxville,Sprite,53,UPS,0.2,5000,1000,400,0.4,0.2,0.08,18.86792453,2022,4,40,58.86502838
Costco,1197831,4/4/2022,South,Tennessee,Knoxville,Fanta,15,DHL,0.25,4000,1000,500,0.5,0.25,0.125,66.66666667,2022,4,50,58.86502838
Costco,1197831,4/4/2022,South,Tennessee,Knoxville,Powerade,53,UPS,0.3,3000,900,315,0.35,0.3,0.105,16.98113208,2022,4,35,58.86502838
Costco,1197831,4/4/2022,South,Tennessee,Knoxville,Dasani Water,23,UPS,0.25,5750,1438,791,0.55,0.250086957,0.137565217,62.52173913,2022,4,55.0069541,58.86502838
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Coca-Cola,23,FedEx,0.2,6500,1300,455,0.35,0.2,0.07,56.52173913,2022,4,35,58.79914474
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Diet Coke,55,DHL,0.3,6500,1950,683,0.35,0.3,0.105076923,35.45454545,2022,4,35.02564103,58.79914474
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Sprite,40,DHL,0.25,4750,1188,416,0.35,0.250105263,0.087578947,29.7,2022,4,35.01683502,58.79914474
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Fanta,60,UPS,0.3,3750,1125,506,0.45,0.3,0.134933333,18.75,2022,4,44.97777778,58.79914474
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Powerade,42,UPS,0.35,2750,963,289,0.3,0.350181818,0.105090909,22.92857143,2022,4,30.01038422,58.79914474
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Dasani Water,38,DHL,0.3,5500,1650,825,0.5,0.3,0.15,43.42105263,2022,4,50,58.79914474
Costco,1197831,4/13/2022,South,Oklahoma,Oklahoma City,Coca-Cola,22,UPS,0.25,5000,1250,438,0.35,0.25,0.0876,56.81818182,2022,4,35.04,60.92634583
Costco,1197831,4/13/2022,South,Oklahoma,Oklahoma City,Diet Coke,22,DHL,0.25,2000,500,175,0.35,0.25,0.0875,22.72727273,2022,4,35,60.92634583
Costco,1197831,4/13/2022,South,Oklahoma,Oklahoma City,Sprite,58,FedEx,0.15,2000,300,105,0.35,0.15,0.0525,5.172413793,2022,4,35,60.92634583
Costco,1197831,4/13/2022,South,Oklahoma,Oklahoma City,Fanta,60,FedEx,0.2,1250,250,88,0.35,0.2,0.0704,4.166666667,2022,4,35.2,60.92634583
Costco,1197831,4/13/2022,South,Oklahoma,Oklahoma City,Powerade,22,FedEx,0.4,1500,600,210,0.35,0.4,0.14,27.27272727,2022,4,35,60.92634583
Costco,1197831,4/13/2022,South,Oklahoma,Oklahoma City,Dasani Water,33,UPS,0.3,3000,900,315,0.35,0.3,0.105,27.27272727,2022,4,35,60.92634583
Costco,1197831,4/20/2022,South,Mississippi,Jackson,Coca-Cola,27,UPS,0.25,6000,1500,600,0.4,0.25,0.1,55.55555556,2022,4,40,62.08406067
Costco,1197831,4/20/2022,South,Mississippi,Jackson,Diet Coke,23,UPS,0.25,3000,750,263,0.35,0.25,0.087666667,32.60869565,2022,4,35.06666667,62.08406067
Costco,1197831,4/20/2022,South,Mississippi,Jackson,Sprite,33,UPS,0.15,3000,450,180,0.4,0.15,0.06,13.63636364,2022,4,40,62.08406067
Costco,1197831,4/20/2022,South,Mississippi,Jackson,Fanta,53,USPS,0.2,2250,450,180,0.4,0.2,0.08,8.490566038,2022,4,40,62.08406067
Costco,1197831,4/20/2022,South,Mississippi,Jackson,Powerade,18,UPS,0.4,2500,1000,350,0.35,0.4,0.14,55.55555556,2022,4,35,62.08406067
Costco,1197831,4/20/2022,South,Mississippi,Jackson,Dasani Water,49,DHL,0.3,4000,1200,480,0.4,0.3,0.12,24.48979592,2022,4,40,62.08406067
Costco,1197831,4/20/2022,South,Arkansas,Little Rock,Coca-Cola,29,UPS,0.25,5250,1313,525,0.4,0.250095238,0.1,45.27586207,2022,4,39.98476771,62.08406067
Costco,1197831,4/20/2022,South,Arkansas,Little Rock,Diet Coke,24,DHL,0.25,2250,563,197,0.35,0.250222222,0.087555556,23.45833333,2022,4,34.99111901,62.08406067
Costco,1197831,4/20/2022,South,Arkansas,Little Rock,Sprite,49,DHL,0.15,2250,338,135,0.4,0.150222222,0.06,6.897959184,2022,4,39.9408284,62.08406067
Costco,1197831,4/20/2022,South,Arkansas,Little Rock,Fanta,40,USPS,0.2,1500,300,120,0.4,0.2,0.08,7.5,2022,4,40,62.08406067
Costco,1197831,4/20/2022,South,Arkansas,Little Rock,Powerade,50,USPS,0.4,1750,700,245,0.35,0.4,0.14,14,2022,4,35,62.08406067
Costco,1197831,4/20/2022,South,Arkansas,Little Rock,Dasani Water,18,DHL,0.3,3250,975,390,0.4,0.3,0.12,54.16666667,2022,4,40,62.08406067
Costco,1197831,5/2/2022,South,Texas,Houston,Coca-Cola,22,USPS,0.3,9250,2775,971,0.35,0.3,0.104972973,126.1363636,2022,5,34.99099099,59.71214294
Costco,1197831,5/2/2022,South,Texas,Houston,Diet Coke,42,UPS,0.4,9250,3700,1295,0.35,0.4,0.14,88.0952381,2022,5,35,59.71214294
Costco,1197831,5/2/2022,South,Texas,Houston,Sprite,24,DHL,0.35,7750,2713,949,0.35,0.350064516,0.122451613,113.0416667,2022,5,34.97972724,59.71214294
Costco,1197831,5/2/2022,South,Texas,Houston,Fanta,47,USPS,0.4,7000,2800,1260,0.45,0.4,0.18,59.57446809,2022,5,45,59.71214294
Costco,1197831,5/2/2022,South,Texas,Houston,Powerade,32,DHL,0.45,6000,2700,810,0.3,0.45,0.135,84.375,2022,5,30,59.71214294
Costco,1197831,5/2/2022,South,Texas,Houston,Dasani Water,53,UPS,0.4,9500,3800,1900,0.5,0.4,0.2,71.69811321,2022,5,50,59.71214294
Costco,1197831,5/2/2022,South,Texas,Dallas,Coca-Cola,37,USPS,0.2,7500,1500,525,0.35,0.2,0.07,40.54054054,2022,5,35,59.71214294
Costco,1197831,5/2/2022,South,Texas,Dallas,Diet Coke,42,UPS,0.3,7750,2325,814,0.35,0.3,0.105032258,55.35714286,2022,5,35.01075269,59.71214294
Costco,1197831,5/2/2022,South,Texas,Dallas,Sprite,59,USPS,0.25,6250,1563,547,0.35,0.25008,0.08752,26.49152542,2022,5,34.99680102,59.71214294
Costco,1197831,5/2/2022,South,Texas,Dallas,Fanta,30,UPS,0.35,5500,1925,866,0.45,0.35,0.157454545,64.16666667,2022,5,44.98701299,59.71214294
Costco,1197831,5/2/2022,South,Texas,Dallas,Powerade,31,USPS,0.5,4500,2250,675,0.3,0.5,0.15,72.58064516,2022,5,30,59.71214294
Costco,1197831,5/2/2022,South,Texas,Dallas,Dasani Water,59,DHL,0.45,8000,3600,1800,0.5,0.45,0.225,61.01694915,2022,5,50,59.71214294
Costco,1197831,5/2/2022,South,Alabama,Birmingham,Coca-Cola,40,USPS,0.1,7000,700,315,0.45,0.1,0.045,17.5,2022,5,45,59.71214294
Costco,1197831,5/2/2022,South,Alabama,Birmingham,Diet Coke,58,USPS,0.2,7250,1450,653,0.45,0.2,0.090068966,25,2022,5,45.03448276,59.71214294
Costco,1197831,5/2/2022,South,Alabama,Birmingham,Sprite,43,DHL,0.15,5750,863,388,0.45,0.150086957,0.067478261,20.06976744,2022,5,44.9594438,59.71214294
Costco,1197831,5/2/2022,South,Alabama,Birmingham,Fanta,17,DHL,0.35,5000,1750,963,0.55,0.35,0.1926,102.9411765,2022,5,55.02857143,59.71214294
Costco,1197831,5/2/2022,South,Alabama,Birmingham,Powerade,18,USPS,0.5,4000,2000,800,0.4,0.5,0.2,111.1111111,2022,5,40,59.71214294
Costco,1197831,5/2/2022,South,Alabama,Birmingham,Dasani Water,30,DHL,0.45,7500,3375,2025,0.6,0.45,0.27,112.5,2022,5,60,59.71214294
Costco,1197831,5/4/2022,South,Tennessee,Knoxville,Coca-Cola,15,UPS,0.15,7250,1088,435,0.4,0.150068966,0.06,72.53333333,2022,5,39.98161765,61.20870972
Costco,1197831,5/4/2022,South,Tennessee,Knoxville,Diet Coke,21,USPS,0.25,7500,1875,750,0.4,0.25,0.1,89.28571429,2022,5,40,61.20870972
Costco,1197831,5/4/2022,South,Tennessee,Knoxville,Sprite,39,UPS,0.2,6000,1200,480,0.4,0.2,0.08,30.76923077,2022,5,40,61.20870972
Costco,1197831,5/4/2022,South,Tennessee,Knoxville,Fanta,53,FedEx,0.3,5250,1575,788,0.5,0.3,0.150095238,29.71698113,2022,5,50.03174603,61.20870972
Costco,1197831,5/4/2022,South,Tennessee,Knoxville,Powerade,18,UPS,0.45,4250,1913,669,0.35,0.450117647,0.157411765,106.2777778,2022,5,34.97124935,61.20870972
Costco,1197831,5/4/2022,South,Tennessee,Knoxville,Dasani Water,52,UPS,0.4,7750,3100,1705,0.55,0.4,0.22,59.61538462,2022,5,55,61.20870972
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Coca-Cola,40,USPS,0.2,7000,1400,490,0.35,0.2,0.07,35,2022,5,35,60.7192688
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Diet Coke,42,UPS,0.3,7250,2175,761,0.35,0.3,0.104965517,51.78571429,2022,5,34.98850575,60.7192688
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Sprite,15,DHL,0.25,5750,1438,503,0.35,0.250086957,0.087478261,95.86666667,2022,5,34.97913769,60.7192688
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Fanta,53,DHL,0.35,5000,1750,788,0.45,0.35,0.1576,33.01886792,2022,5,45.02857143,60.7192688
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Powerade,36,DHL,0.5,4000,2000,600,0.3,0.5,0.15,55.55555556,2022,5,30,60.7192688
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Dasani Water,49,DHL,0.45,7500,3375,1688,0.5,0.45,0.225066667,68.87755102,2022,5,50.01481481,60.7192688
Costco,1197831,5/12/2022,South,Oklahoma,Oklahoma City,Coca-Cola,27,DHL,0.4,5700,2280,798,0.35,0.4,0.14,84.44444444,2022,5,35,60.7192688
Costco,1197831,5/12/2022,South,Oklahoma,Oklahoma City,Diet Coke,19,USPS,0.4,2750,1100,385,0.35,0.4,0.14,57.89473684,2022,5,35,60.7192688
Costco,1197831,5/12/2022,South,Oklahoma,Oklahoma City,Sprite,38,UPS,0.35,2500,875,306,0.35,0.35,0.1224,23.02631579,2022,5,34.97142857,60.7192688
Costco,1197831,5/12/2022,South,Oklahoma,Oklahoma City,Fanta,29,DHL,0.35,2000,700,245,0.35,0.35,0.1225,24.13793103,2022,5,35,60.7192688
Costco,1197831,5/12/2022,South,Oklahoma,Oklahoma City,Powerade,58,FedEx,0.45,2250,1013,354,0.35,0.450222222,0.157333333,17.46551724,2022,5,34.94570582,60.7192688
Costco,1197831,5/12/2022,South,Oklahoma,Oklahoma City,Dasani Water,27,FedEx,0.45,3250,1463,512,0.35,0.450153846,0.157538462,54.18518519,2022,5,34.99658237,60.7192688
Costco,1197831,5/19/2022,South,Mississippi,Jackson,Coca-Cola,27,FedEx,0.4,6700,2680,1072,0.4,0.4,0.16,99.25925926,2022,5,40,56.47428131
Costco,1197831,5/19/2022,South,Mississippi,Jackson,Diet Coke,58,UPS,0.4,3750,1500,525,0.35,0.4,0.14,25.86206897,2022,5,35,56.47428131
Costco,1197831,5/19/2022,South,Mississippi,Jackson,Sprite,21,FedEx,0.35,3500,1225,490,0.4,0.35,0.14,58.33333333,2022,5,40,56.47428131
Costco,1197831,5/19/2022,South,Mississippi,Jackson,Fanta,19,UPS,0.35,3000,1050,420,0.4,0.35,0.14,55.26315789,2022,5,40,56.47428131
Costco,1197831,5/19/2022,South,Mississippi,Jackson,Powerade,37,FedEx,0.45,3250,1463,512,0.35,0.450153846,0.157538462,39.54054054,2022,5,34.99658237,56.47428131
Costco,1197831,5/19/2022,South,Mississippi,Jackson,Dasani Water,27,DHL,0.45,4250,1913,765,0.4,0.450117647,0.18,70.85185185,2022,5,39.98954522,56.47428131
Costco,1197831,5/19/2022,South,Arkansas,Little Rock,Coca-Cola,55,UPS,0.4,5950,2380,952,0.4,0.4,0.16,43.27272727,2022,5,40,56.47428131
Costco,1197831,5/19/2022,South,Arkansas,Little Rock,Diet Coke,49,UPS,0.4,3000,1200,420,0.35,0.4,0.14,24.48979592,2022,5,35,56.47428131
Costco,1197831,5/19/2022,South,Arkansas,Little Rock,Sprite,45,DHL,0.35,2750,963,385,0.4,0.350181818,0.14,21.4,2022,5,39.97923157,56.47428131
Costco,1197831,5/19/2022,South,Arkansas,Little Rock,Fanta,36,USPS,0.35,2250,788,315,0.4,0.350222222,0.14,21.88888889,2022,5,39.97461929,56.47428131
Costco,1197831,5/19/2022,South,Arkansas,Little Rock,Powerade,16,FedEx,0.45,2500,1125,394,0.35,0.45,0.1576,70.3125,2022,5,35.02222222,56.47428131
Costco,1197831,5/19/2022,South,Arkansas,Little Rock,Dasani Water,52,USPS,0.45,3500,1575,630,0.4,0.45,0.18,30.28846154,2022,5,40,56.47428131
Costco,1197831,6/1/2022,South,Texas,Houston,Coca-Cola,59,FedEx,0.4,9500,3800,1330,0.35,0.4,0.14,64.40677966,2022,6,35,59.36388779
Costco,1197831,6/1/2022,South,Texas,Houston,Diet Coke,23,DHL,0.45,9500,4275,1496,0.35,0.45,0.157473684,185.8695652,2022,6,34.99415205,59.36388779
Costco,1197831,6/1/2022,South,Texas,Houston,Sprite,29,UPS,0.4,8000,3200,1120,0.35,0.4,0.14,110.3448276,2022,6,35,59.36388779
Costco,1197831,6/1/2022,South,Texas,Houston,Fanta,35,USPS,0.4,7500,3000,1350,0.45,0.4,0.18,85.71428571,2022,6,45,59.36388779
Costco,1197831,6/1/2022,South,Texas,Houston,Powerade,19,UPS,0.45,6500,2925,878,0.3,0.45,0.135076923,153.9473684,2022,6,30.01709402,59.36388779
Costco,1197831,6/1/2022,South,Texas,Houston,Dasani Water,45,USPS,0.5,10000,5000,2500,0.5,0.5,0.25,111.1111111,2022,6,50,59.36388779
Costco,1197831,6/1/2022,South,Texas,Dallas,Coca-Cola,54,DHL,0.45,8000,3600,1260,0.35,0.45,0.1575,66.66666667,2022,6,35,59.36388779
Costco,1197831,6/1/2022,South,Texas,Dallas,Diet Coke,21,UPS,0.5,8000,4000,1400,0.35,0.5,0.175,190.4761905,2022,6,35,59.36388779
Costco,1197831,6/1/2022,South,Texas,Dallas,Sprite,44,DHL,0.45,6500,2925,1024,0.35,0.45,0.157538462,66.47727273,2022,6,35.00854701,59.36388779
Costco,1197831,6/1/2022,South,Texas,Dallas,Fanta,30,UPS,0.45,6000,2700,1215,0.45,0.45,0.2025,90,2022,6,45,59.36388779
Costco,1197831,6/1/2022,South,Texas,Dallas,Powerade,30,USPS,0.5,5000,2500,750,0.3,0.5,0.15,83.33333333,2022,6,30,59.36388779
Costco,1197831,6/1/2022,South,Texas,Dallas,Dasani Water,52,UPS,0.55,8750,4813,2406,0.5,0.550057143,0.274971429,92.55769231,2022,6,49.98961147,59.36388779
Costco,1197831,6/1/2022,South,Alabama,Birmingham,Coca-Cola,43,FedEx,0.45,7500,3375,1519,0.45,0.45,0.202533333,78.48837209,2022,6,45.00740741,59.36388779
Costco,1197831,6/1/2022,South,Alabama,Birmingham,Diet Coke,36,DHL,0.5,7500,3750,1688,0.45,0.5,0.225066667,104.1666667,2022,6,45.01333333,59.36388779
Costco,1197831,6/1/2022,South,Alabama,Birmingham,Sprite,26,USPS,0.45,6500,2925,1316,0.45,0.45,0.202461538,112.5,2022,6,44.99145299,59.36388779
Costco,1197831,6/1/2022,South,Alabama,Birmingham,Fanta,58,USPS,0.45,6000,2700,1485,0.55,0.45,0.2475,46.55172414,2022,6,55,59.36388779
Costco,1197831,6/1/2022,South,Alabama,Birmingham,Powerade,57,DHL,0.5,5000,2500,1000,0.4,0.5,0.2,43.85964912,2022,6,40,59.36388779
Costco,1197831,6/1/2022,South,Alabama,Birmingham,Dasani Water,16,UPS,0.55,8750,4813,2888,0.6,0.550057143,0.330057143,300.8125,2022,6,60.00415541,59.36388779
Costco,1197831,6/3/2022,South,Tennessee,Knoxville,Coca-Cola,49,USPS,0.4,7750,3100,1240,0.4,0.4,0.16,63.26530612,2022,6,40,59.26976395
Costco,1197831,6/3/2022,South,Tennessee,Knoxville,Diet Coke,41,UPS,0.45,7750,3488,1395,0.4,0.450064516,0.18,85.07317073,2022,6,39.99426606,59.26976395
Costco,1197831,6/3/2022,South,Tennessee,Knoxville,Sprite,50,UPS,0.4,6500,2600,1040,0.4,0.4,0.16,52,2022,6,40,59.26976395
Costco,1197831,6/3/2022,South,Tennessee,Knoxville,Fanta,57,UPS,0.4,6000,2400,1200,0.5,0.4,0.2,42.10526316,2022,6,50,59.26976395
Costco,1197831,6/3/2022,South,Tennessee,Knoxville,Powerade,53,USPS,0.45,5000,2250,788,0.35,0.45,0.1576,42.45283019,2022,6,35.02222222,59.26976395
Costco,1197831,6/3/2022,South,Tennessee,Knoxville,Dasani Water,37,FedEx,0.5,8750,4375,2406,0.55,0.5,0.274971429,118.2432432,2022,6,54.99428571,59.26976395
